ts,cheval,cavalier,discipline,epreuve,hauteur,classement_estime,proba,verdict,is_cold_start,model_name,snapshot,id
2026-05-25T05:55:04,ILDA,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,6741cc514471
2026-05-25T05:55:04,VENUS D'OLYMPE,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4763da71a133
2026-05-25T05:55:04,DAKOTA DE MESNES,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,560bae8005b0
2026-05-25T05:55:04,GIULIA DU CADRAN,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,54e93f78a73f
2026-05-25T05:55:04,LE BOSC,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,635a33eafacd
2026-05-25T05:55:04,VALMONT D'ELITE Z,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,f0ae911a068a
2026-05-25T05:55:04,DEMONIAK DES ANGES,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c3bac083be75
2026-05-25T05:55:04,ICE FULL D'OTHON,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,052b4e793565
2026-05-25T05:55:04,ILDA,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,12ac612938a6
2026-05-25T05:55:04,DIADEME NEISCAOUEN,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,680c5385c390
2026-05-25T05:55:04,VENUS D'OLYMPE,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,11,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,41d06575bb20
2026-05-25T05:55:04,EVIL DE LYNDE,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,12,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,db3916889544
2026-05-25T05:55:04,MOON DE LA THIB,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,13,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,d230a7c294f5
2026-05-25T05:55:04,RICARDO'THON,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,14,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,5b760965ab5f
2026-05-25T05:55:04,LARANJA,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,15,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,02f46924aa8e
2026-05-25T05:55:04,YOU MY ANGEL,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,16,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c24ca2ce5b84
2026-05-25T05:55:04,LUCIFER DE MAURET,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,17,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,2b38a32f331e
2026-05-25T05:55:04,JAG D'OLMEN,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,18,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,a3fceae8d0aa
2026-05-25T05:55:04,ILDA,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,19,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,577d754f73c5
2026-05-25T05:55:04,VENUS D'OLYMPE,Voir sa fiche,Equifun 70 cm,Club Elite Chp Dpt Circuit Dpt individuel,,20,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,417c360525aa
2026-05-25T05:55:04,WINTON JONTI,Voir sa fiche,Equifun 60 cm,Club Poney Cadet Chp Dpt Circuit Dpt individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,a80992804911
2026-05-25T05:55:04,KENWOOD D'DELB,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,b5fd6e6372c0
2026-05-25T05:55:04,EURL,Voir sa fiche,Equifun 60 cm,Club Poney Cadet Chp Reg individuel,,1,100,cold-start,True,LightGBM,crawl-predict:c36a23a6,a0db0c977fc6
2026-05-25T05:55:04,DEVON ROSE,Voir sa fiche,Equifun 60 cm,Club Poney Cadet Chp Reg individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,15202544c0ae
2026-05-25T05:55:04,BAGDAD DU FIEF,Voir sa fiche,Equifun 60 cm,Club Poney Cadet Chp Reg individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,fb6bb3db151d
2026-05-25T05:55:04,DRAGIBUS,Voir sa fiche,Equifun 60 cm,Club Poney Cadet Chp Reg individuel,,5,4,cold-start,True,LightGBM,crawl-predict:c36a23a6,be6e1bb31384
2026-05-25T05:55:04,FILILITA,Voir sa fiche,Equifun 60 cm,Club Poney Cadet Chp Reg individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,22f36a58df42
2026-05-25T05:55:04,ISATIS SPONTE,Voir sa fiche,Equifun 60 cm,Club Poney Cadet individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,51c7ac71a72a
2026-05-25T05:55:04,DIOXINE DE CAUX,Voir sa fiche,Equifun 70 cm,Club Poney Elite individuel,,1,12,cold-start,True,LightGBM,crawl-predict:c36a23a6,7ba2130e5d5e
2026-05-25T05:55:04,ALIZEE DU MANOIR,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,2fffb01da2ff
2026-05-25T05:55:04,CRISTALE GLAMOUR LADY,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,cd3304470faa
2026-05-25T05:55:04,LINGOT DOR DELACOLINE,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,780f91101fa4
2026-05-25T05:55:04,FLEUR DE LA TOUR,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,12,11,cold-start,True,LightGBM,crawl-predict:c36a23a6,84cbf1151ea1
2026-05-25T05:55:04,HARISSA D'ANTHEMIS,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,278527b60617
2026-05-25T05:55:04,DEVON ROSE,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c3fb2f7d7f83
2026-05-25T05:55:04,TRESOR,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,1,42,cold-start,True,LightGBM,crawl-predict:c36a23a6,dbc966986d20
2026-05-25T05:55:04,BAGDAD DU FIEF,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,b17edd838e23
2026-05-25T05:55:04,QUADRADO,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,410f4b18dfe3
2026-05-25T05:55:04,DRAGIBUS,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,13,4,cold-start,True,LightGBM,crawl-predict:c36a23a6,2054abb470a6
2026-05-25T05:55:04,PEGASE DU MOISSAND,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,3138a1fe1fa9
2026-05-25T05:55:04,KANTERO DU THILL,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c6461bbbc9ad
2026-05-25T05:55:04,HARISSA D'ANTHEMIS,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Chp Reg individuel,,11,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,813c107e1d61
2026-05-25T05:55:04,DIL DU CAUSSE,Voir sa fiche,Equifun 60 cm,Club individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,0061176fd294
2026-05-25T05:55:04,QUAD DE PORCELAINE,Voir sa fiche,Equifun 60 cm,Club individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,fcbf01bb99a7
2026-05-25T05:55:04,CHEVREUIL,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,ce8035ddc191
2026-05-25T05:55:04,ATHENA DU FAY,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8ba3b34d0ab4
2026-05-25T05:55:04,UPLOU,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,0453881e74a1
2026-05-25T05:55:04,DIAMS DU CARDINAL,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,cc42a8deba1e
2026-05-25T05:55:04,PAPYRUS DE FABRY,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,31f35213bf69
2026-05-25T05:55:04,UMOUR DE FABRY,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,a3957dd48090
2026-05-25T05:55:04,MOONLIGHT DE FABRY,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,cbed4878bfcf
2026-05-25T05:55:04,NOW OR NEVER V.D.KOERBERG,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,6a33abf9981e
2026-05-25T05:55:04,HILLARY BLITZ,Voir sa fiche,Equifun 60 cm,Club Chp Reg individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4d1a308d7183
2026-05-25T05:55:04,ROXANE DE GREVILLY,Voir sa fiche,Equifun 60 cm,Club Chp Reg individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,b00285edcc9d
2026-05-25T05:55:04,TAMARILLO POMMEX Z,Voir sa fiche,Equifun 60 cm,Club Chp Reg individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,2bb906946c93
2026-05-25T05:55:04,HAWAI D'ANTHEMIS,Voir sa fiche,Equifun 60 cm,Club Chp Reg individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,69e4811d6717
2026-05-25T05:55:04,ECLIPSE DE MONTEREY,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,007db57df9c1
2026-05-25T05:55:04,CHOUQUETTE,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,3605ee052f10
2026-05-25T05:55:04,BATMAN DE MONTEREY,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,e56d9f53e837
2026-05-25T05:55:04,ANIS,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,a159d0231301
2026-05-25T05:55:04,VAVIT DU BOIS,Voir sa fiche,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,fd85e26032b8
2026-05-25T05:55:04,OLDTOWN JOAN,Voir sa fiche,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,beb6cfda5ff6
2026-05-25T05:55:04,HARIBO DE KERESSEIS,Voir sa fiche,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4a69cf0be574
2026-05-25T05:55:04,EPSILON,Voir sa fiche,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c6141cb7e5fe
2026-05-25T05:55:04,FAUCON (réserve),(réserve),Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,68b855b2df0d
2026-05-25T05:55:04,HARRY D'AMELONE,Voir sa fiche,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,72112110a057
2026-05-25T05:55:04,FALBALA,Voir sa fiche,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c4d5e97dc9f8
2026-05-25T05:55:04,HOUBLON D'OURAGAN,Voir sa fiche,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,b15065c4fa7f
2026-05-25T05:55:04,VASIE,Voir sa fiche,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,39d7595fc9bb
2026-05-25T05:55:04,NOUGATINE (réserve),NONE,Equifun 40 cm,Chp de France Club Poney A B Poussin et - equipe,,1,70,cold-start,True,LightGBM,crawl-predict:c36a23a6,ac6359cf1530
2026-05-25T05:55:04,SATINE,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,07efbb73cedd
2026-05-25T05:55:04,FICELLE,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,3,15,cold-start,True,LightGBM,crawl-predict:c36a23a6,13be903d2c47
2026-05-25T05:55:04,GIROFLE,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,638df1bf0d4d
2026-05-25T05:55:04,TIOTE DE LA DEMI LUNE,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,cd1d679273f0
2026-05-25T05:55:04,URANIE,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,23a74d51d782
2026-05-25T05:55:04,ELINGSTON LA MALLE,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,fca8be2a9b6c
2026-05-25T05:55:04,ISTORY DE LA MALLE D'ASH,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4f1fdfd2a7fa
2026-05-25T05:55:04,FISPISTACHE DE RUILLE,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,13,1,cold-start,True,LightGBM,crawl-predict:c36a23a6,0416ea2c3b36
2026-05-25T05:55:04,FISPISTACHE DE RUILLE,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,14,1,cold-start,True,LightGBM,crawl-predict:c36a23a6,717ea31cc3fd
2026-05-25T05:55:04,GRANIT DE CABUE,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,12,2,cold-start,True,LightGBM,crawl-predict:c36a23a6,f0c06ddaa152
2026-05-25T05:55:04,FILIBERT V VRIES,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8f240270e786
2026-05-25T05:55:04,FISPISTACHE DE RUILLE,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,15,1,cold-start,True,LightGBM,crawl-predict:c36a23a6,9bba2f730cf4
2026-05-25T05:55:04,DURACELL,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,11,9,cold-start,True,LightGBM,crawl-predict:c36a23a6,35f8a8dcce7e
2026-05-25T05:55:04,PIETER V STAL WESTENESCH,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,f08f8555d36b
2026-05-25T05:55:04,AQUILAR FROM BROKEN COLOU,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,bf97346c8b09
2026-05-25T05:55:04,AQUILAR FROM BROKEN COLOU,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,ebf29da14f65
2026-05-25T05:55:04,IVRESSE DU BIGACHON,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,427089c01b1b
2026-05-25T05:55:04,STRASS COUNTRY RED THIS I,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,ab01271dd543
2026-05-25T05:55:04,STRASS COUNTRY RED THIS I,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,7200e24c354e
2026-05-25T05:55:04,MOUSSE DU BIGACHON,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,417b6d40dc8e
2026-05-25T05:55:04,DYNAMITE DE KERCHRIST,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,28941b85156a
2026-05-25T05:55:04,MOUSSE DU BIGACHON,Voir sa fiche,Equifun 30 cm,Club A Moustique individuel,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,9fc6d77baffd
2026-05-25T05:55:04,HAWAI D'ANTHEMIS,Voir sa fiche,Equifun 60 cm,Club individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,2bc46f853813
2026-05-25T05:55:04,ONYX,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,985c9e04b6ae
2026-05-25T05:55:04,QUIRIKOU DE VIKENTO,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,fee53d57f5b9
2026-05-25T05:55:04,CONCERTO STORY,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,d8b4bd380938
2026-05-25T05:55:04,CHOCOLAT DU BEZIAU,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,2ce99455591b
2026-05-25T05:55:04,TIRKA DE BOISSY,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,47bdf308a0b8
2026-05-25T05:55:04,TITEUF DES GRILLES,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,0fb677653986
2026-05-25T05:55:04,CQUINOA DU SHOET,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,1d148ec22f1a
2026-05-25T05:55:04,TITE POMME (réserve),(réserve),Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c84553d92332
2026-05-25T05:55:04,GIRLIE,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,37411718d312
2026-05-25T05:55:04,FANTOMETTE DES MONTS,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,9c9fce0edaf3
2026-05-25T05:55:04,LULU,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,0b8b52f98466
2026-05-25T05:55:04,DIVINE ROSERAIE,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,80d32d4f032a
2026-05-25T05:55:04,OLGA (réserve),NONE,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,1,70,cold-start,True,LightGBM,crawl-predict:c36a23a6,55bbed5d98f5
2026-05-25T05:55:04,NATIVE ROCQ,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,11,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c75996f861ce
2026-05-25T05:55:04,PIRAN DIAMOND ROSE,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,12,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,48d0420cff4b
2026-05-25T05:55:04,TOUPIE RISLOISE,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,13,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,ad57f4a187b0
2026-05-25T05:55:04,PARTISAN DE JEF,Voir sa fiche,Equifun 50 cm,Chp de France Club Poney Minime 2 equipe,,14,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,be24e5ec337e
2026-05-25T05:55:04,OASIS,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,b629e897cedb
2026-05-25T05:55:04,SIMBA,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,35,9,cold-start,True,LightGBM,crawl-predict:c36a23a6,5e912b9fece4
2026-05-25T05:55:04,GRENADINE DE L'ETAPE,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,5395bffd8323
2026-05-25T05:55:04,OLIVIA,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,63b0c488ac9a
2026-05-25T05:55:04,JALIS D'ALBA,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4325082a21d0
2026-05-25T05:55:04,PENHA FORTE,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,5ec9997829a4
2026-05-25T05:55:04,DEXTER,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,e0ad7426e04a
2026-05-25T05:55:04,ARISTODE,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,dd1d4e965528
2026-05-25T05:55:04,AROKA,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,fb7e6871d2ba
2026-05-25T05:55:04,BART 0711153,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,3e0d4c74ff19
2026-05-25T05:55:04,QARISMA DE BEAUSSE,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,11,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,482f0ecb1ea5
2026-05-25T05:55:04,JULIA DE PATA XURI,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,12,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,0ba4379d9ea6
2026-05-25T05:55:04,URANUS D'HARRASPY,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,13,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,39954964dfa1
2026-05-25T05:55:04,MODY,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,14,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,6ef23494ca29
2026-05-25T05:55:04,OSTRA,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,15,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,97714228ff8c
2026-05-25T05:55:04,OASIS,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,16,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,7389e2343b33
2026-05-25T05:55:04,CALYPSO D'AHI,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,17,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,e338649f37e4
2026-05-25T05:55:04,OFEIA D'ABORRIDA,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,1,21,cold-start,True,LightGBM,crawl-predict:c36a23a6,1e89705a1287
2026-05-25T05:55:04,DIABLESSE,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,18,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,d37b25210867
2026-05-25T05:55:04,ECHO,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,36,3,cold-start,True,LightGBM,crawl-predict:c36a23a6,c4b827276107
2026-05-25T05:55:04,RUBY'S LAD,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,19,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,74119d2ac144
2026-05-25T05:55:04,ICE FULL D'OTHON,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,20,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4102f6273b0e
2026-05-25T05:55:04,FEZARIO DES BERTAINES,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,21,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,2f1aefaa140d
2026-05-25T05:55:04,GRENADINE DE L'ETAPE,Voir sa fiche,Equifun 50 cm,Club Poney Minime Chp Dpt Circuit Dpt individuel,,22,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,490e60332027
