concours_id,cheval_id,cavalier_id,club_id,cheval_nom,cavalier_nom,club,sexe_cheval,robe_cheval,taille_cheval,discipline_famille,hauteur_cm,niveau_epreuve,type_epreuve,is_equipe,nombre_participants,niveau_num,horse_win_rate,horse_participations,rider_win_rate,rider_participations,club_win_rate,couple_synergy,experience_ratio,horse_wr_x_niveau,horse_wr_x_hauteur,rider_wr_x_niveau,rider_wr_x_hauteur,synergy_x_niveau,pts_qualification,classement,resultat_binaire
2509086,3826,3048,972,HULYSSE,KATHRYN LIPTROT,ARBONNE EQUITATION (77),Mâle,Bai,Catégorie E,CSO,85,Niveau2,GrandPrix,0,12,4,0.3,0,0.3,0,0.25,0.09,0.0,1.2,0.255,1.2,0.255,0.36,6.0,52,0
2509086,1020,699,267,BONUS DE REVILLE,MORGANE PAYEN,ECURIES DE BOIS D ARCY (78),Hongre,Bai,Catégorie F,CSO,85,Niveau2,GrandPrix,0,12,4,1.0,2,1.0,1,0.6666666666666666,1.0,0.21052631578947367,4.0,0.85,4.0,0.85,4.0,0.0,57,0
2509086,2972,2180,766,GAIA,LEA ALMEIDA,LES ECURIES DES COUDRIERS EARL (77),Femelle,Palomino,Catégorie D,CSO,75,Niveau3,GrandPrix,0,6,4,0.3,0,0.0,1,0.25,0.0,0.0,1.2,0.22499999999999998,0.0,0.0,0.0,4.0,51,0
2509086,3871,3049,765,URBAN DE L'ORMEAU,CLEMENCE ETRILLARD,SAS MARION POCHE (91),Hongre,Alezan,Catégorie F,CSO,75,Niveau3,GrandPrix,0,6,4,0.3,0,0.3,0,0.0,0.09,0.0,1.2,0.22499999999999998,1.2,0.22499999999999998,0.36,8.0,32,1
2509086,3871,3050,765,URBAN DE L'ORMEAU,ROMANE SCHAEFFNER,SAS MARION POCHE (91),Hongre,Alezan,Catégorie F,CSO,75,Niveau3,GrandPrix,0,6,4,1.0,1,0.3,0,0.3333333333333333,0.3,0.11764705882352941,4.0,0.75,1.2,0.22499999999999998,1.2,4.0,36,0
2509086,3756,2926,953,INCANTO DE LA FOSSE,SOHANE DELPORTE,ECURIES DE SAMOIS (77),Mâle,Bai,Catégorie E,CSO,75,Niveau3,GrandPrix,0,6,4,1.0,1,0.3,0,0.5,0.3,0.11764705882352941,4.0,0.75,1.2,0.22499999999999998,1.2,4.0,37,0
2509086,2968,3051,765,VIF D'HELBY,JULIEN HIVET,SAS MARION POCHE (91),Mâle,Alezan Brule,Catégorie F,CSO,75,Niveau3,GrandPrix,0,6,4,0.3,0,0.3,0,0.25,0.09,0.0,1.2,0.22499999999999998,1.2,0.22499999999999998,0.36,4.0,51,0
2509086,2975,2183,765,FLECHA,OXANA ROUBIN,SAS MARION POCHE (91),Mâle,Bai,Catégorie E,CSO,75,Niveau3,GrandPrix,0,6,4,0.3,0,0.3,0,0.2,0.09,0.0,1.2,0.22499999999999998,1.2,0.22499999999999998,0.36,4.0,38,0
2509086,2965,2172,765,DOM DE MORZINE,EVE PIFFETEAU,SAS MARION POCHE (91),Hongre,Bai,Catégorie E,CSO,65,Club,GrandPrix,0,4,3,0.0,1,0.3,0,0.16666666666666666,0.0,0.13333333333333333,0.0,0.0,0.8999999999999999,0.195,0.0,2.0,28,0
2509086,3881,3060,919,VAILLANTE DE BAZELLE,LOUANN LE BARS,CENTRE EQUESTRE DE SAINT LEU (77),Femelle,Bai,Catégorie F,CSO,95,Niveau1,GrandPrix,0,13,3,0.3,0,0.3,0,0.0,0.09,0.0,0.8999999999999999,0.285,0.8999999999999999,0.285,0.27,8.0,61,1
